Date,ALRS,CHMF,GAZP,GMKN,IRAO,LKOH,MGNT,MOEX,MTSS,NLMK,NVTK,PHOR,PLZL,ROSN,SBER,SNGSP,TATN,TCSG,VTBR,YDEX,IMOEX,IMOEX_DIV,IMOEX_BNDS
2019-01-03,99.99,934.2,156.28,129.93,3.976,5007.0,3576.0,84.49,240.5,157.34,1118.2,2533.0,5299.5,425.85,186.99,39.15,731.8,1002.55,171.04999999999998,1859.5,2375.6,3573.49,100.32
2019-01-04,101.55,949.7,159.15,130.7,3.97,5074.5,3600.0,84.0,248.6,155.68,1138.8,2542.0,5286.5,430.4,190.99,38.8,737.7,1004.2125,173.1,1916.0,2406.5,3619.97,100.51
2019-01-08,98.65,952.7,158.26,131.28,3.91,5039.0,3680.0,83.7,250.05,150.12,1118.2,2514.0,5134.5,423.6,191.24,38.66,723.2,1005.875,174.20000000000002,1926.5,2389.69,3602.41,100.46
2019-01-09,101.4,972.6,160.24,132.29,3.9825,5060.0,3698.5,83.93,252.0,153.78,1121.0,2521.0,5275.0,427.7,197.0,38.39,717.9,1007.5375,175.00000000000003,1960.0,2414.13,3639.25,100.49
2019-01-10,102.95,970.0,160.2,133.43,3.9425,5152.0,3830.0,84.7,256.0,154.12,1132.5,2514.0,5414.0,432.1,196.75,39.0,732.6,1009.2,175.225,1985.0,2434.15,3670.08,100.63
2019-01-11,104.0,972.5,161.0,134.37,3.96,5200.0,3827.0,88.0,252.8,154.5,1129.4,2519.0,5416.0,434.6,196.8,39.17,730.3,1010.8625,175.925,1983.0,2444.45,3685.61,100.82
2019-01-14,103.99,960.5,160.48,133.89,3.95,5200.0,3790.5,88.3,252.35,152.22,1128.9,2555.0,5372.5,427.9,196.8,39.77,725.0,1012.525,176.5,1992.5,2440.15,3679.13,100.87
2019-01-15,104.05,954.8,158.15,133.89,3.9365,5195.0,3920.0,88.86,252.45,150.58,1130.8,2572.0,5365.0,424.35,198.0,40.465,721.0,1014.1875,177.32500000000002,1999.5,2439.55,3678.22,100.88
2019-01-16,104.6,953.1,156.9,131.8,3.956,5129.0,3970.0,90.1,254.75,150.62,1124.9,2566.0,5339.5,421.0,201.26,40.63,722.0,1015.85,178.25,1980.0,2434.6,3670.76,100.98
2019-01-17,102.22,953.2,157.1,132.82,3.931,5184.5,4155.0,90.05,255.25,151.5,1127.5,2570.0,5400.0,415.9,203.32,40.79,734.1,1017.5125,178.525,1993.5,2447.64,3690.42,100.99
2019-01-18,103.5,954.8,159.2,133.59,3.86,5193.5,4152.0,93.33,257.5,152.14,1130.0,2560.0,5370.0,419.7,208.44,41.175,741.0,1019.175,185.5,2044.5,2473.61,3729.58,100.98
2019-01-21,102.55,950.0,158.3,133.53,3.85,5200.0,4140.0,94.7,260.0,151.72,1122.0,2580.0,5330.0,422.3,207.17,41.14,735.4,1020.8375,184.45,2044.5,2468.25,3721.5,101.08
2019-01-22,100.0,952.3,158.5,133.06,3.81,5186.0,4200.0,94.4,258.55,149.9,1116.4,2568.0,5398.0,416.9,207.95,41.325,750.5,1022.5,185.5,2051.0,2468.73,3722.22,101.1
2019-01-23,100.6,945.8,159.9,133.78,3.859,5205.5,4300.0,94.4,264.45,149.08,1124.0,2577.0,5400.0,419.9,210.4,41.2,784.0,1024.1625,187.675,2060.0,2491.49,3756.54,101.18
2019-01-24,101.0,926.0,160.9,133.69,3.8925,5196.5,4256.0,91.8,263.5,146.74,1098.3,2553.0,5359.0,408.5,212.2,40.8,772.9,1025.825,184.625,2083.0,2482.71,3743.3,101.11
2019-01-25,100.64,951.0,162.82,133.12,3.87,5215.0,4191.0,91.49,261.0,148.82,1115.0,2573.0,5390.0,414.0,212.0,40.59,798.9,1027.4875,184.8,2152.0,2498.23,3766.7,101.24
2019-01-28,98.8,952.5,160.56,130.89,3.848,5165.0,4147.0,90.5,257.8,149.78,1118.6,2579.0,5371.5,411.2,209.7,40.255,791.4,1029.15,184.7,2167.0,2476.81,3734.4,101.31
2019-01-29,97.23,956.9,162.95,132.6,3.8605,5196.5,4188.0,91.8,259.55,150.68,1133.5,2580.0,5550.0,412.9,213.61,40.8,798.8,1030.8125,187.1,2152.0,2498.35,3766.88,101.23
2019-01-30,97.11,976.2,165.4,136.39,3.85,5227.0,4164.0,91.9,261.1,153.14,1139.3,2582.0,5548.0,415.8,213.14,40.865,806.9,1032.475,187.4,2157.0,2511.86,3787.25,101.38
2019-01-31,98.56,998.5,162.82,135.96,3.825,5272.5,4155.0,92.82,260.75,152.02,1145.0,2583.0,5494.0,411.25,217.9,40.57,806.9,1034.1375,188.85,2212.0,2521.1,3801.18,101.38
2019-02-01,99.5,1014.8,163.33,135.34,3.88,5319.5,4133.0,93.5,261.55,157.2,1125.2,2529.0,5521.5,411.95,216.29,40.535,808.1,1035.8,189.575,2197.2,2521.7,3802.82,101.39
2019-02-04,97.78,1029.0,163.2,135.0,3.85,5350.0,4130.0,92.7,263.25,158.42,1138.0,2518.0,5490.5,411.0,215.5,40.6,803.2,1037.4625,191.725,2212.0,2523.52,3805.57,101.5
2019-02-05,98.89,1028.8,164.25,135.88,3.846,5435.0,4054.0,91.7,264.95,158.46,1143.4,2528.0,5526.5,428.5,217.85,40.85,810.0,1039.125,191.05,2250.8,2547.27,3841.38,101.52
2019-02-06,99.5,1019.0,163.21,136.9,3.814,5461.0,4025.5,91.5,263.15,160.42,1126.4,2525.0,5530.0,421.55,216.59,40.945,804.0,1040.7875,188.05,2244.0,2539.73,3830.01,101.61
2019-02-07,100.08,1026.0,160.39,136.5,3.767,5385.0,4029.5,90.07,261.8,159.0,1130.0,2518.0,5475.5,411.55,211.01,40.7,804.7,1042.45,185.05,2192.2,2509.89,3785.01,101.6
2019-02-08,99.6,1022.2,159.8,137.32,3.868,5386.0,4039.5,90.7,255.0,157.34,1127.6,2509.0,5440.0,411.6,210.43,40.55,787.3,1044.1125,185.65,2163.4,2502.82,3774.35,101.57
2019-02-11,99.5,1031.4,161.29,137.02,3.874,5419.5,4035.0,90.3,251.55,157.64,1114.2,2509.0,5300.0,410.5,214.0,40.39,780.0,1045.775,188.0,2196.0,2510.22,3785.51,101.68
2019-02-12,98.33,1035.0,163.68,137.8,3.9,5439.0,4035.0,89.94,255.35,157.4,1121.2,2500.0,5300.0,414.5,219.1,40.52,784.5,1047.4375,189.50000000000003,2230.0,2533.32,3820.35,101.73
2019-02-13,96.97,1011.8,159.27,135.52,3.892,5351.0,3988.0,88.8,254.1,154.86,1095.0,2471.0,5213.5,401.6,213.9,39.985,761.6,1049.1,184.925,2258.0,2485.76,3748.62,101.71
2019-02-14,96.05,1014.0,155.15,137.4,3.8385,5360.5,3895.5,89.12,257.2,154.86,1090.6,2521.0,5320.0,394.85,204.43,40.32,763.9,1050.7625,180.2,2264.0,2460.82,3711.01,101.75
2019-02-15,96.85,1024.2,159.04,137.5,3.885,5426.0,3896.0,90.15,260.45,157.24,1087.4,2508.0,5344.5,403.5,208.0,40.32,790.3,1052.425,183.0,2200.2,2490.16,3755.26,101.63
2019-02-18,97.27,1013.0,156.43,136.6,3.7955,5483.5,3910.0,89.71,253.9,154.86,1074.0,2503.0,5430.5,405.0,204.19,40.165,778.5,1054.0875,181.65,2161.0,2472.41,3728.49,101.81
2019-02-19,95.1,999.0,154.03,138.0,3.8635,5443.5,3900.0,89.52,250.6,153.92,1094.6,2494.0,5445.0,402.95,202.08,40.17,772.8,1055.75,181.225,2126.6,2458.55,3707.59,101.75
2019-02-20,96.5,1007.8,154.43,142.5,3.875,5445.0,3950.0,89.6,251.0,156.48,1125.0,2529.0,5445.0,402.9,206.89,40.175,793.6,1057.4125,182.1,2166.2,2487.82,3751.73,101.81
2019-02-21,95.53,992.4,153.5,140.52,3.875,5447.5,3945.5,88.91,249.0,155.94,1121.6,2525.0,5370.0,396.45,203.41,40.22,796.0,1059.075,180.325,2115.0,2470.23,3725.2,101.84
2019-02-22,95.47,1001.6,154.64,141.22,3.865,5527.0,3962.5,89.5,249.05,158.5,1129.0,2530.0,5360.0,401.5,205.25,40.25,799.9,1060.7375,180.4,2133.0,2488.63,3752.95,101.89
2019-02-25,96.25,1029.8,154.6,145.94,3.88,5533.0,3922.5,89.67,250.9,159.44,1121.2,2540.0,5373.0,396.5,205.86,40.385,787.1,1062.4,181.2,2214.6,2494.63,3762.0,101.75
2019-02-26,97.6,1035.0,155.36,144.20000000000002,3.93,5551.0,3875.5,90.43,252.5,158.86,1106.0,2560.0,5445.0,399.0,205.8,40.73,789.9,1064.0625,179.0,2169.6,2494.02,3761.08,101.93
2019-02-27,96.3,1033.4,156.4,143.02,3.926,5580.0,3803.0,90.67,252.4,158.62,1095.4,2553.0,5450.0,400.4,205.4,40.605,794.9,1065.725,179.775,2163.0,2490.65,3756.0,101.98
2019-02-28,95.1,1028.8,158.99,141.14,3.915,5501.0,3780.0,91.22,253.0,158.44,1080.4,2555.0,5470.0,398.8,207.8,40.175,776.1,1067.3875,179.5,2208.0,2485.27,3747.88,102.04
2019-03-01,94.9,1029.0,156.71,141.0,3.935,5500.5,3904.0,91.57,252.6,157.74,1076.2,2508.0,5350.5,398.25,206.54,40.245,775.2,1069.05,180.15,2247.4,2478.01,3736.94,102.14
2019-03-04,93.65,1041.6,154.4,137.94,3.9425,5546.5,3860.0,92.44,255.95,162.04,1094.2,2531.0,5092.0,398.05,205.5,40.17,770.1,1070.7125,179.85000000000002,2303.6,2473.79,3731.0,102.26
2019-03-05,92.0,1033.4,153.2,137.70000000000002,3.853,5622.5,3900.0,92.38,256.15,166.18,1081.0,2526.0,5139.5,395.9,202.92,40.1,760.0,1072.375,176.5,2340.2,2466.23,3719.0,102.29
2019-03-06,92.34,1029.6,154.2,144.42000000000002,3.8635,5713.0,3859.0,93.6,257.5,165.36,1092.0,2531.0,5205.5,402.3,205.0,40.16,766.0,1074.0375,177.475,2362.0,2494.04,3761.0,102.3
2019-03-07,92.53,1020.8,151.9,144.42000000000002,3.846,5677.0,3850.0,93.95,254.9,165.5,1074.6,2554.0,5200.0,402.0,203.95,40.26,755.2,1075.7,176.1,2329.2,2476.64,3735.0,102.34
2019-03-11,93.5,1025.8,151.6,141.0,3.8435,5561.0,3801.5,93.14,256.6,163.44,1089.0,2503.0,5235.0,399.75,205.25,39.94,747.0,1077.3625,176.85,2346.4,2465.94,3719.0,102.49
2019-03-12,94.11,1021.6,151.64,143.8,3.873,5576.0,3790.0,93.0,258.0,163.32,1088.0,2491.0,5325.0,397.5,205.1,39.8,732.5,1079.025,178.25,2355.0,2468.25,3722.0,102.58
2019-03-13,96.04,1014.0,153.3,138.5,3.868,5609.0,3830.0,91.82,260.25,166.9,1080.0,2500.0,5444.5,400.0,206.0,39.85,729.0,1080.6875,181.7,2345.0,2470.61,3726.0,102.49
2019-03-14,95.92,1007.8,152.68,139.52,3.85,5608.0,3750.0,91.5,259.3,166.38,1060.4,2495.0,5468.0,398.3,203.66,39.63,731.8,1082.35,181.075,2303.4,2457.79,3706.0,102.5
2019-03-15,95.4,1036.8,154.56,142.26,3.89,5662.5,3776.5,91.08,260.0,167.7,1057.6,2487.0,5343.5,401.25,203.55,39.95,743.8,1084.0125,186.95,2352.8,2476.73,3735.0,102.59
2019-03-18,96.75,1034.2,155.84,142.84,3.84,5610.0,3788.0,91.45,263.75,170.7,1054.8,2461.0,5460.5,399.0,205.9,39.865,753.1,1085.675,184.6,2306.0,2483.7,3746.0,102.74
2019-03-19,96.89,1019.8,155.5,143.5,3.815,5682.5,3792.0,91.11,261.95,169.3,1052.0,2460.0,5493.0,399.0,207.7,40.105,767.0,1087.3375,183.85,2318.8,2493.28,3760.0,102.77
2019-03-20,96.22,1013.4,156.09,143.16,3.835,5770.0,3761.0,90.54,258.0,167.62,1052.0,2442.0,5342.0,408.5,209.8,40.36,772.6,1089.0,183.45,2301.4,2504.23,3776.0,102.81
2019-03-21,95.7,1017.2,155.33,142.9,3.85,5759.0,3730.0,90.63,268.0,168.64,1085.4,2405.0,5394.0,409.5,210.61,40.48,768.0,1090.6625,182.575,2274.0,2507.81,3782.0,102.94
2019-03-22,95.25,1013.6,152.29,142.8,3.83,5793.5,3688.0,89.08,265.0,166.7,1084.8,2395.0,5393.5,408.4,207.7,40.23,757.2,1092.325,180.0,2276.4,2492.7,3759.09,103.02
2019-03-25,95.51,1008.4,152.29,142.8,3.821,5740.0,3715.5,90.5,262.0,165.6,1091.0,2363.0,5260.0,404.25,214.0,39.93,747.2,1093.9875,181.65,2293.8,2497.59,3766.46,103.01
2019-03-26,94.27,1014.8,151.12,143.0,3.8235,5809.0,3760.0,91.07,263.45,167.88,1079.0,2374.0,5434.0,405.2,218.0,40.1,755.5,1095.65,181.25,2315.8,2512.63,3789.14,103.13
2019-03-27,93.6,1006.0,149.49,138.74,3.7795,5850.0,3700.0,90.61,257.75,167.3,1061.8,2354.0,5410.0,404.35,214.1,40.14,746.9,1097.3125,179.75,2268.0,2487.48,3751.22,103.16
2019-03-28,93.1,1027.8,149.98,134.36,3.78,5880.0,3689.0,90.64,255.95,170.2,1059.2,2363.0,5416.5,407.5,215.07,40.4,755.6,1098.975,180.0,2317.8,2492.4,3758.64,103.14
2019-03-29,92.42,1028.0,149.61,137.20000000000002,3.737,5894.0,3640.0,91.3,252.45,170.5,1078.2,2393.0,5437.0,412.0,214.42,40.98,755.0,1100.6375,178.22500000000002,2293.6,2497.1,3765.72,103.17
2019-04-01,93.35,1028.2,154.53,139.94,3.725,5909.0,3690.5,92.34,254.0,172.58,1063.0,2394.0,5421.5,419.7,217.7,41.7,750.7,1102.3,180.975,2243.4,2521.25,3802.14,103.18
2019-04-02,92.7,1041.8,155.0,141.6,3.7,5958.0,3680.0,92.14,258.0,174.7,1061.8,2397.0,5480.0,418.0,218.23,41.06,742.9,1103.4951612903226,181.00000000000003,2249.0,2527.77,3811.98,103.23
2019-04-03,93.21,1058.4,156.99,141.86,3.6995,5926.0,3715.0,90.77,258.4,172.82,1068.0,2376.0,5320.0,417.95,219.05,40.7,743.1,1104.6903225806452,183.05,2268.2,2532.32,3818.84,103.21
2019-04-04,93.9,1052.0,158.89,142.88,3.6275,5865.0,3666.0,91.27,262.2,174.0,1060.0,2387.0,5100.0,422.45,221.8,40.835,733.1,1105.8854838709676,182.5,2280.8,2535.5,3823.63,103.33
2019-04-05,94.7,1043.2,158.6,143.32,3.621,5822.0,3610.0,91.02,264.3,173.98,1065.8,2405.0,5096.0,421.5,227.5,40.515,731.2,1107.0806451612902,181.6,2298.0,2540.99,3831.91,103.33
2019-04-08,94.69,1043.0,160.5,143.48,3.7005,5826.0,3652.0,91.0,260.85,174.52,1076.0,2379.0,5141.0,420.9,232.3,40.6,754.2,1108.2758064516129,181.5,2301.6,2560.07,3860.69,103.46
2019-04-09,94.15,1044.0,162.7,144.0,3.721,5736.0,3610.0,91.04,261.5,172.48,1084.0,2372.0,5092.0,415.9,238.0,40.53,760.9,1109.4709677419355,181.4,2346.0,2570.28,3876.08,103.53
2019-04-10,94.4,1034.4,162.88,144.4,3.77,5692.0,3560.5,93.11,259.4,172.66,1084.0,2374.0,4990.0,425.5,243.68,40.455,758.8,1110.666129032258,184.425,2350.8,2578.58,3888.6,103.59
2019-04-11,94.1,1023.6,158.04,142.3,3.75,5630.0,3548.0,91.5,260.5,168.4,1082.0,2362.0,4930.0,431.0,238.86,40.45,751.0,1111.8612903225803,183.475,2434.0,2551.45,3847.69,104.1
2019-04-12,94.6,1039.2,159.12,144.18,3.755,5600.0,3550.5,91.4,259.05,172.34,1097.0,2357.0,4950.0,432.5,239.5,40.42,750.5,1113.0564516129032,181.275,2435.2,2559.72,3860.16,104.11
2019-04-15,94.3,1038.0,158.33,143.92000000000002,3.74,5590.0,3500.0,91.46,260.2,168.5,1082.2,2351.0,4835.0,428.9,237.8,40.12,741.9,1114.2516129032258,179.85000000000002,2453.0,2545.12,3838.14,104.25
2019-04-16,95.4,1046.6,162.24,145.58,3.77,5609.5,3496.0,91.05,257.45,172.7,1103.4,2387.0,4922.0,435.15,233.24,39.9,746.9,1115.4467741935484,180.4,2499.8,2559.84,3860.34,103.85
2019-04-17,96.0,1037.0,164.0,146.0,3.793,5584.0,3581.0,91.2,258.05,171.4,1107.0,2389.0,4950.0,436.5,234.3,39.88,751.6,1116.6419354838708,179.5,2451.0,2568.26,3873.04,103.85
2019-04-18,95.8,1035.4,161.79,145.1,3.8185,5610.0,3595.0,91.25,259.0,173.26,1110.2,2377.0,4982.0,435.65,232.79,39.73,749.2,1117.8370967741937,180.05,2383.2,2560.8,3861.79,103.88
2019-04-19,95.79,1047.6,162.57,145.1,3.81,5602.0,3597.0,91.6,259.85,174.3,1116.4,2385.0,5000.0,432.0,232.6,39.9,748.9,1119.032258064516,179.05,2415.2,2563.9,3866.46,104.01
2019-04-22,95.96,1054.0,163.5,145.28,3.8375,5690.0,3578.5,92.19,261.25,174.58,1145.0,2380.0,5049.0,439.6,235.41,39.965,752.0,1120.2274193548387,178.92499999999998,2400.0,2584.74,3897.89,104.08
2019-04-23,96.3,1040.4,162.42,144.3,3.95,5780.0,3675.0,91.5,260.0,171.5,1146.0,2389.0,4905.0,441.0,235.67,39.4,750.2,1121.4225806451614,176.65,2412.8,2587.48,3902.02,104.01
2019-04-24,95.58,1053.0,160.57,143.16,3.9115,5760.0,3639.5,91.32,258.8,170.38,1148.0,2381.0,4965.0,441.3,236.0,39.25,743.5,1122.6177419354838,178.85000000000002,2410.6,2579.05,3889.31,104.06
2019-04-25,95.2,1045.0,159.31,144.70000000000002,3.965,5648.5,3649.5,90.7,255.35,170.32,1187.0,2383.0,4957.0,436.0,227.8,39.885,738.2,1123.8129032258064,176.87499999999997,2407.6,2560.94,3862.0,104.07
2019-04-26,94.0,1059.4,161.0,147.20000000000002,3.9775,5588.0,3590.0,90.99,257.0,174.4,1218.4,2371.0,5060.0,434.45,223.18,39.735,767.3,1125.008064516129,177.04999999999998,2389.0,2563.72,3866.19,104.11
2019-04-29,94.49,1058.0,163.93,144.9,3.97,5552.0,3630.5,91.68,255.3,170.96,1205.2,2363.0,5052.5,433.7,228.8,39.26,754.9,1126.2032258064517,177.15,2406.0,2569.83,3875.4,104.27
2019-04-30,94.23,1045.2,163.95,143.42000000000002,3.92,5511.0,3720.0,91.05,254.9,171.1,1205.2,2363.0,5037.5,428.8,225.17,39.165,757.5,1127.3983870967745,177.49999999999997,2391.0,2559.32,3859.55,104.48
2019-05-02,95.34,1053.6,165.71,142.8,3.927,5551.0,3746.0,90.8,261.75,175.08,1207.2,2370.0,5040.0,423.25,229.1,39.14,754.1,1128.5935483870967,177.70000000000002,2413.0,2575.22,3883.53,104.48
2019-05-03,95.6,1055.0,166.31,142.38,3.8985,5453.0,3795.0,91.83,262.9,169.5,1199.8,2369.0,5050.0,423.55,232.52,39.645,765.5,1129.788709677419,178.9,2414.0,2580.95,3896.7,104.64
2019-05-06,95.2,1032.6,165.45,144.0,3.896,5478.0,3758.5,93.17,261.35,170.36,1199.8,2370.0,5055.0,425.0,232.8,39.25,765.3,1130.983870967742,178.8,2407.0,2579.75,3896.67,104.57
2019-05-07,95.62,1034.0,164.21,141.52,3.9,5405.5,3781.0,93.8,258.6,171.0,1205.8,2339.0,5033.0,422.0,231.49,39.46,750.5,1132.1790322580646,177.875,2388.6,2565.1,3874.54,104.6
2019-05-08,96.5,1028.4,163.57,141.08,3.842,5331.0,3815.0,92.47,260.25,168.64,1203.0,2325.0,5019.0,420.4,230.0,39.25,723.2,1133.3741935483872,177.29999999999998,2379.0,2544.43,3844.54,104.63
2019-05-10,95.52,998.6,163.61,139.22,3.7895,5290.0,3710.0,91.67,255.4,162.58,1200.0,2278.0,4990.0,413.75,227.0,39.15,705.1,1134.5693548387096,175.975,2340.0,2514.87,3799.87,104.73
2019-05-13,94.48,988.0,163.0,139.70000000000002,3.8505,5350.0,3730.0,86.34,255.55,159.5,1210.0,2324.0,5001.0,417.2,224.22,39.005,690.9,1135.7645161290322,174.875,2286.6,2508.87,3794.19,104.67
2019-05-14,93.0,980.0,189.67,139.54,3.9505,5188.5,3795.0,85.51,255.45,158.68,1190.0,2315.0,5018.0,420.95,227.88,38.88,706.4,1136.9596774193549,174.65,2299.0,2562.33,3875.04,104.7
2019-05-15,92.78,976.0,195.61,138.0,4.105,5000.0,3728.5,84.8,255.1,158.52,1186.0,2287.0,4950.0,413.7,228.69,38.56,693.3,1138.1548387096775,175.475,2312.0,2554.49,3864.2,104.74
2019-05-16,92.47,972.2,202.7,135.6,4.0175,5200.0,3700.0,84.7,254.5,158.58,1204.6,2301.0,4930.0,412.0,228.19,38.37,675.9,1139.35,174.79999999999998,2392.0,2581.11,3904.47,104.85
2019-05-17,91.89,973.2,198.89,135.9,3.89,5260.0,3700.0,83.8,253.25,156.42,1198.6,2340.0,4844.5,413.0,226.94,39.5,679.4,1140.5451612903223,175.5,2425.0,2577.48,3898.98,104.92
2019-05-20,90.78,978.6,200.8,133.58,3.8645,5172.5,3659.0,84.15,253.15,157.78,1220.2,2354.0,4773.0,408.2,226.0,40.515,681.1,1141.7403225806452,174.95,2407.8,2571.65,3890.16,105.13
2019-05-21,89.65,995.8,207.8,135.48,4.02,5300.0,3619.0,84.2,252.65,161.2,1245.0,2332.0,4833.0,415.95,232.71,40.0,706.7,1142.9354838709678,174.5,2392.4,2616.53,3958.05,105.19
2019-05-22,88.93,1008.4,208.1,137.82,4.0855,5317.5,3616.0,84.57,253.8,162.5,1297.0,2345.0,4906.0,414.0,235.86,40.385,720.0,1144.1306451612904,175.925,2424.8,2638.71,3991.6,105.3
2019-05-23,89.78,996.0,208.86,135.2,4.0055,5275.0,3552.0,83.9,258.65,160.6,1302.0,2363.0,4972.0,417.05,229.3,40.46,708.0,1145.3258064516128,193.75,2365.0,2618.61,3961.2,105.46
2019-05-24,90.13,998.2,204.5,136.02,4.075,5240.0,3565.0,83.59,256.7,164.0,1291.4,2372.0,4985.0,423.0,234.45,40.56,696.8,1146.5209677419357,186.0,2383.4,2619.24,3965.94,105.5
2019-05-27,90.19,1002.2,206.2,137.1,4.075,5220.0,3615.0,84.3,258.2,164.86,1317.2,2373.0,4985.5,425.4,236.0,40.535,695.3,1147.716129032258,188.05,2404.6,2632.95,3986.7,105.61
2019-05-28,89.37,1029.8,203.13,136.4,4.0985,5100.0,3630.0,83.5,255.05,171.5,1306.0,2383.0,4970.0,431.8,233.19,40.57,702.8,1148.9112903225807,182.675,2280.2,2609.78,3951.62,105.58
2019-05-29,88.05,1039.0,207.14,137.08,4.0995,5240.0,3670.0,84.3,256.9,170.78,1307.4,2425.0,5053.0,437.0,233.4,40.945,725.9,1150.1064516129034,184.0,2350.2,2641.15,3999.12,105.56
2019-05-30,87.79,1048.2,213.1,137.0,3.9695,5230.0,3673.5,84.75,258.25,172.88,1308.0,2455.0,5075.0,439.0,232.75,40.7,754.1,1151.3016129032258,183.50000000000003,2379.6,2659.52,4028.9,105.53
2019-05-31,88.15,1036.4,215.1,137.18,4.014,5268.5,3738.5,84.75,255.8,172.32,1323.0,2469.0,5170.5,433.0,233.24,40.465,748.5,1152.4967741935484,183.525,2336.6,2665.33,4038.61,105.66
2019-06-03,88.62,1040.0,235.51,137.70000000000002,3.9995,5254.5,3850.0,84.82,258.8,173.0,1321.0,2478.0,5244.0,438.9,239.95,40.83,759.9,1153.691935483871,184.9,2319.0,2729.93,4136.49,105.67
2019-06-04,89.78,1043.8,230.16,137.96,3.935,5170.0,3860.0,85.98,259.65,172.24,1296.0,2452.0,5269.5,435.0,236.0,40.65,766.9,1154.8870967741937,185.9,2341.0,2706.29,4100.67,105.76
2019-06-05,89.0,1033.4,230.01,137.72,4.0595,5103.0,3853.0,85.56,259.2,170.54,1279.0,2451.0,5323.0,426.2,239.0,40.605,755.7,1156.0822580645165,193.5,2361.0,2701.84,4093.93,105.87
2019-06-06,89.15,1048.8,231.45,138.5,4.125,5156.5,3839.5,86.58,262.95,173.66,1293.0,2448.0,5326.0,422.9,244.89,40.69,758.6,1157.277419354839,194.85,2389.0,2728.25,4134.34,106.02
2019-06-07,88.8,1050.0,230.5,138.02,4.1,5133.0,3820.0,87.55,263.15,172.52,1295.2,2405.0,5460.0,419.55,248.28,40.59,753.6,1158.472580645161,195.0,2418.6,2729.61,4136.95,106.16
2019-06-10,89.18,1060.0,232.1,138.52,4.089,5181.0,3797.0,89.24,264.75,173.22,1298.4,2399.0,5485.0,422.0,249.0,40.845,759.4,1159.667741935484,197.25,2435.0,2742.59,4157.46,106.29
2019-06-11,88.91,1084.8,234.86,143.04,4.265,5237.0,3781.0,89.55,269.95,178.02,1320.0,2423.0,5576.0,422.9,235.89,41.525,777.4,1160.8629032258066,200.0,2494.8,2751.75,4209.67,106.35
2019-06-13,86.5,1106.0,234.44,146.76,4.4585,5210.5,3650.0,89.5,269.55,182.0,1308.0,2451.0,5580.0,422.0,240.49,41.15,770.0,1162.058064516129,203.25,2492.0,2758.36,4223.85,106.44
2019-06-14,85.1,1121.0,231.51,146.02,4.4645,5178.5,3650.0,89.3,270.1,183.2,1305.4,2439.0,5721.0,408.0,238.8,40.91,765.0,1163.2532258064516,201.6,2465.0,2739.28,4199.09,106.46
2019-06-17,86.93,1059.6,229.81,145.06,4.73,5190.0,3740.0,89.1,269.85,182.0,1307.0,2426.0,5600.0,408.1,237.8,41.25,759.7,1164.4483870967742,202.425,2455.8,2734.31,4193.48,106.66
2019-06-18,88.31,1081.4,232.13,147.5,4.7925,5230.0,3741.0,89.42,274.2,175.54,1309.8,2448.0,5646.0,411.7,241.8,41.385,775.0,1165.6435483870969,202.2,2480.2,2761.69,4237.85,106.81
2019-06-19,90.08,1083.8,232.46,148.68,4.9215,5245.0,3759.5,90.0,276.0,173.16,1275.4,2448.0,5560.0,409.25,240.4,41.325,771.9,1166.8387096774195,201.15,2470.2,2759.12,4234.8,106.91
2019-06-20,90.19,1099.2,232.52,142.24,4.9575,5320.0,3805.5,90.68,278.0,171.38,1309.8,2455.0,5638.5,419.75,244.1,40.995,789.4,1168.033870967742,202.075,2492.8,2780.2,4279.26,107.06
2019-06-21,90.11,1097.4,229.09,141.8,4.925,5338.0,3753.0,89.68,277.85,171.7,1320.0,2460.0,5805.5,419.1,238.02,41.215,776.8,1169.2290322580643,201.0,2468.4,2761.23,4251.45,107.11
2019-06-24,89.6,1083.0,232.38,142.72,5.0515,5270.0,3718.5,89.41,279.6,168.0,1293.2,2457.0,5931.0,416.45,239.09,41.25,769.8,1170.4241935483872,203.625,2452.6,2762.65,4254.04,107.2
2019-06-25,88.93,1095.4,232.09,140.6,4.8235,5309.5,3690.0,89.35,280.4,170.96,1294.0,2485.0,5931.0,412.15,236.7,41.41,763.5,1171.6193548387098,202.875,2424.6,2753.96,4240.66,107.18
2019-06-26,89.0,1094.0,233.1,141.48,4.54,5358.5,3865.0,90.3,287.05,167.0,1306.0,2499.0,5896.0,415.9,240.59,41.535,770.0,1172.8145161290324,201.3,2391.6,2775.14,4273.27,107.23
2019-06-27,87.34,1087.6,232.6,141.68,4.587,5380.0,3791.0,89.77,284.95,170.5,1330.4,2540.0,5836.0,415.1,240.5,42.4,773.3,1174.0096774193548,200.65,2410.0,2779.66,4280.23,107.25
2019-06-28,86.04,1067.6,232.83,143.08,4.529,5305.0,3735.0,90.15,284.9,159.7,1337.4,2484.0,5828.0,414.5,238.55,42.61,774.9,1175.2048387096777,199.4,2405.4,2765.85,4258.97,107.33
2019-07-01,85.5,1070.8,245.5,142.36,4.704,5378.5,3729.5,90.9,286.45,159.0,1305.2,2476.0,5695.0,417.8,242.98,43.34,768.0,1176.4,201.25,2482.4,2801.47,4313.82,107.51
